Date,Change.L,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
20/8/2020,2.1,-3.49,-1.98,-1.61,-5.04,3.18,-1.95,-0.69,-2.52,-1.25,4.47,-0.71,0.32,1.9,1.81,11.54,0.34,-1.33,-1.38,-3.62,-3.44,-1.34,3.24,-0.23,2.48,-16.15
19/8/2020,-5.04,-1.95,-0.69,-2.52,-1.25,4.47,-0.71,0.32,1.9,1.81,11.54,0.34,-1.33,-1.38,-3.62,-3.44,-1.34,3.24,-0.23,2.48,-16.15,3.23,9.59,3.12,10.81,-27.99
18/8/2020,-1.25,-0.71,0.32,1.9,1.81,11.54,0.34,-1.33,-1.38,-3.62,-3.44,-1.34,3.24,-0.23,2.48,-16.15,3.23,9.59,3.12,10.81,-27.99,9.61,2.14,10.56,2.87,40.16
17/8/2020,1.81,0.34,-1.33,-1.38,-3.62,-3.44,-1.34,3.24,-0.23,2.48,-16.15,3.23,9.59,3.12,10.81,-27.99,9.61,2.14,10.56,2.87,40.16,2.14,-4.17,-2.24,-0.09,-9
16/8/2020,-3.62,-1.34,3.24,-0.23,2.48,-16.15,3.23,9.59,3.12,10.81,-27.99,9.61,2.14,10.56,2.87,40.16,2.14,-4.17,-2.24,-0.09,-9,-4.18,1.36,-0.23,-4.93,17.85
15/8/2020,2.48,3.23,9.59,3.12,10.81,-27.99,9.61,2.14,10.56,2.87,40.16,2.14,-4.17,-2.24,-0.09,-9,-4.18,1.36,-0.23,-4.93,17.85,1.36,-1.65,-0.22,0.56,61.17
14/8/2020,10.81,9.61,2.14,10.56,2.87,40.16,2.14,-4.17,-2.24,-0.09,-9,-4.18,1.36,-0.23,-4.93,17.85,1.36,-1.65,-0.22,0.56,61.17,-1.65,4.53,0.8,2.11,0.61
13/8/2020,2.87,2.14,-4.17,-2.24,-0.09,-9,-4.18,1.36,-0.23,-4.93,17.85,1.36,-1.65,-0.22,0.56,61.17,-1.65,4.53,0.8,2.11,0.61,4.53,-3.86,-0.34,2.71,-40.77
12/8/2020,-0.09,-4.18,1.36,-0.23,-4.93,17.85,1.36,-1.65,-0.22,0.56,61.17,-1.65,4.53,0.8,2.11,0.61,4.53,-3.86,-0.34,2.71,-40.77,-3.86,-1.5,-1.25,-6.44,5.3
11/8/2020,-4.93,1.36,-1.65,-0.22,0.56,61.17,-1.65,4.53,0.8,2.11,0.61,4.53,-3.86,-0.34,2.71,-40.77,-3.86,-1.5,-1.25,-6.44,5.3,-1.49,2.87,-0.92,1.77,-9.38
10/8/2020,0.56,-1.65,4.53,0.8,2.11,0.61,4.53,-3.86,-0.34,2.71,-40.77,-3.86,-1.5,-1.25,-6.44,5.3,-1.49,2.87,-0.92,1.77,-9.38,2.87,0.97,1.22,0.93,-11.18
9/8/2020,2.11,4.53,-3.86,-0.34,2.71,-40.77,-3.86,-1.5,-1.25,-6.44,5.3,-1.49,2.87,-0.92,1.77,-9.38,2.87,0.97,1.22,0.93,-11.18,0.99,3.65,1.08,3.48,-0.81
8/8/2020,2.71,-3.86,-1.5,-1.25,-6.44,5.3,-1.49,2.87,-0.92,1.77,-9.38,2.87,0.97,1.22,0.93,-11.18,0.99,3.65,1.08,3.48,-0.81,3.69,-3.85,-4.18,9.74,-39.44
7/8/2020,-6.44,-1.49,2.87,-0.92,1.77,-9.38,2.87,0.97,1.22,0.93,-11.18,0.99,3.65,1.08,3.48,-0.81,3.69,-3.85,-4.18,9.74,-39.44,-3.89,11.74,5.79,-2.2,48.5
6/8/2020,1.77,2.87,0.97,1.22,0.93,-11.18,0.99,3.65,1.08,3.48,-0.81,3.69,-3.85,-4.18,9.74,-39.44,-3.89,11.74,5.79,-2.2,48.5,11.73,3.48,12.32,4.35,26.93
5/8/2020,0.93,0.99,3.65,1.08,3.48,-0.81,3.69,-3.85,-4.18,9.74,-39.44,-3.89,11.74,5.79,-2.2,48.5,11.73,3.48,12.32,4.35,26.93,3.48,5.37,2.41,4.51,-4.19
4/8/2020,3.48,3.69,-3.85,-4.18,9.74,-39.44,-3.89,11.74,5.79,-2.2,48.5,11.73,3.48,12.32,4.35,26.93,3.48,5.37,2.41,4.51,-4.19,5.36,0.27,4.98,0.7,4.01
3/8/2020,9.74,-3.89,11.74,5.79,-2.2,48.5,11.73,3.48,12.32,4.35,26.93,3.48,5.37,2.41,4.51,-4.19,5.36,0.27,4.98,0.7,4.01,0.27,-1.51,-0.49,2.04,-12.01
2/8/2020,-2.2,11.73,3.48,12.32,4.35,26.93,3.48,5.37,2.41,4.51,-4.19,5.36,0.27,4.98,0.7,4.01,0.27,-1.51,-0.49,2.04,-12.01,-1.5,3.44,-1.82,-1.49,-27.82
1/8/2020,4.35,3.48,5.37,2.41,4.51,-4.19,5.36,0.27,4.98,0.7,4.01,0.27,-1.51,-0.49,2.04,-12.01,-1.5,3.44,-1.82,-1.49,-27.82,3.43,1.9,4.4,3.57,49.4
31/7/2020,4.51,5.36,0.27,4.98,0.7,4.01,0.27,-1.51,-0.49,2.04,-12.01,-1.5,3.44,-1.82,-1.49,-27.82,3.43,1.9,4.4,3.57,49.4,1.9,9.3,3.23,7.52,6.98
30/7/2020,0.7,0.27,-1.51,-0.49,2.04,-12.01,-1.5,3.44,-1.82,-1.49,-27.82,3.43,1.9,4.4,3.57,49.4,1.9,9.3,3.23,7.52,6.98,9.3,1.45,7.51,4.02,19.8
29/7/2020,2.04,-1.5,3.44,-1.82,-1.49,-27.82,3.43,1.9,4.4,3.57,49.4,1.9,9.3,3.23,7.52,6.98,9.3,1.45,7.51,4.02,19.8,1.45,4.57,2.68,3.01,-18.43
28/7/2020,-1.49,3.43,1.9,4.4,3.57,49.4,1.9,9.3,3.23,7.52,6.98,9.3,1.45,7.51,4.02,19.8,1.45,4.57,2.68,3.01,-18.43,4.58,7.23,4.92,7.78,31.59
27/7/2020,3.57,1.9,9.3,3.23,7.52,6.98,9.3,1.45,7.51,4.02,19.8,1.45,4.57,2.68,3.01,-18.43,4.58,7.23,4.92,7.78,31.59,7.23,4,8.09,2.64,6.2
26/7/2020,7.52,9.3,1.45,7.51,4.02,19.8,1.45,4.57,2.68,3.01,-18.43,4.58,7.23,4.92,7.78,31.59,7.23,4,8.09,2.64,6.2,3.99,-1.23,2.83,0.49,17.35
25/7/2020,4.02,1.45,4.57,2.68,3.01,-18.43,4.58,7.23,4.92,7.78,31.59,7.23,4,8.09,2.64,6.2,3.99,-1.23,2.83,0.49,17.35,-1.22,1.4,0,0.5,-18.91
24/7/2020,3.01,4.58,7.23,4.92,7.78,31.59,7.23,4,8.09,2.64,6.2,3.99,-1.23,2.83,0.49,17.35,-1.22,1.4,0,0.5,-18.91,1.38,1.27,1.21,0.41,14.16
23/7/2020,7.78,7.23,4,8.09,2.64,6.2,3.99,-1.23,2.83,0.49,17.35,-1.22,1.4,0,0.5,-18.91,1.38,1.27,1.21,0.41,14.16,1.29,-0.38,0.98,0.24,-1.53
22/7/2020,2.64,3.99,-1.23,2.83,0.49,17.35,-1.22,1.4,0,0.5,-18.91,1.38,1.27,1.21,0.41,14.16,1.29,-0.38,0.98,0.24,-1.53,-0.39,-2.08,-2.06,0.61,-11.31
21/7/2020,0.49,-1.22,1.4,0,0.5,-18.91,1.38,1.27,1.21,0.41,14.16,1.29,-0.38,0.98,0.24,-1.53,-0.39,-2.08,-2.06,0.61,-11.31,-2.08,-0.78,-0.78,-2.78,-9.8
20/7/2020,0.5,1.38,1.27,1.21,0.41,14.16,1.29,-0.38,0.98,0.24,-1.53,-0.39,-2.08,-2.06,0.61,-11.31,-2.08,-0.78,-0.78,-2.78,-9.8,-0.78,0.31,-0.3,-0.07,3.96
19/7/2020,0.41,1.29,-0.38,0.98,0.24,-1.53,-0.39,-2.08,-2.06,0.61,-11.31,-2.08,-0.78,-0.78,-2.78,-9.8,-0.78,0.31,-0.3,-0.07,3.96,0.32,-1.27,-1.21,-0.21,-15.02
18/7/2020,0.24,-0.39,-2.08,-2.06,0.61,-11.31,-2.08,-0.78,-0.78,-2.78,-9.8,-0.78,0.31,-0.3,-0.07,3.96,0.32,-1.27,-1.21,-0.21,-15.02,-1.24,1.52,0.51,0.34,22.17
17/7/2020,0.61,-2.08,-0.78,-0.78,-2.78,-9.8,-0.78,0.31,-0.3,-0.07,3.96,0.32,-1.27,-1.21,-0.21,-15.02,-1.24,1.52,0.51,0.34,22.17,1.48,-0.83,0.89,-0.36,6.07
16/7/2020,-2.78,-0.78,0.31,-0.3,-0.07,3.96,0.32,-1.27,-1.21,-0.21,-15.02,-1.24,1.52,0.51,0.34,22.17,1.48,-0.83,0.89,-0.36,6.07,-0.85,-0.33,-0.22,0.66,-6.14
15/7/2020,-0.07,0.32,-1.27,-1.21,-0.21,-15.02,-1.24,1.52,0.51,0.34,22.17,1.48,-0.83,0.89,-0.36,6.07,-0.85,-0.33,-0.22,0.66,-6.14,-0.31,-1.99,-2.2,-0.88,-24.17
14/7/2020,-0.21,-1.24,1.52,0.51,0.34,22.17,1.48,-0.83,0.89,-0.36,6.07,-0.85,-0.33,-0.22,0.66,-6.14,-0.31,-1.99,-2.2,-0.88,-24.17,-2.01,3.21,-0.45,0.12,-30.51
13/7/2020,0.34,1.48,-0.83,0.89,-0.36,6.07,-0.85,-0.33,-0.22,0.66,-6.14,-0.31,-1.99,-2.2,-0.88,-24.17,-2.01,3.21,-0.45,0.12,-30.51,3.24,-0.95,2.19,1.31,107.35
12/7/2020,-0.36,-0.85,-0.33,-0.22,0.66,-6.14,-0.31,-1.99,-2.2,-0.88,-24.17,-2.01,3.21,-0.45,0.12,-30.51,3.24,-0.95,2.19,1.31,107.35,-0.96,5.97,0.74,3.44,-33.76
11/7/2020,0.66,-0.31,-1.99,-2.2,-0.88,-24.17,-2.01,3.21,-0.45,0.12,-30.51,3.24,-0.95,2.19,1.31,107.35,-0.96,5.97,0.74,3.44,-33.76,5.96,-0.5,5.15,1.48,74.68
10/7/2020,-0.88,-2.01,3.21,-0.45,0.12,-30.51,3.24,-0.95,2.19,1.31,107.35,-0.96,5.97,0.74,3.44,-33.76,5.96,-0.5,5.15,1.48,74.68,-0.51,1.78,-0.26,-0.45,-0.73
9/7/2020,0.12,3.24,-0.95,2.19,1.31,107.35,-0.96,5.97,0.74,3.44,-33.76,5.96,-0.5,5.15,1.48,74.68,-0.51,1.78,-0.26,-0.45,-0.73,1.79,-0.59,0.99,0.01,4.81
8/7/2020,1.31,-0.96,5.97,0.74,3.44,-33.76,5.96,-0.5,5.15,1.48,74.68,-0.51,1.78,-0.26,-0.45,-0.73,1.79,-0.59,0.99,0.01,4.81,-0.57,-1.97,-1.68,0.55,-28.57
7/7/2020,3.44,5.96,-0.5,5.15,1.48,74.68,-0.51,1.78,-0.26,-0.45,-0.73,1.79,-0.59,0.99,0.01,4.81,-0.57,-1.97,-1.68,0.55,-28.57,-1.96,2.37,-0.18,-0.36,15.37
6/7/2020,1.48,-0.51,1.78,-0.26,-0.45,-0.73,1.79,-0.59,0.99,0.01,4.81,-0.57,-1.97,-1.68,0.55,-28.57,-1.96,2.37,-0.18,-0.36,15.37,2.36,-1,1.71,0.49,12.68
5/7/2020,-0.45,1.79,-0.59,0.99,0.01,4.81,-0.57,-1.97,-1.68,0.55,-28.57,-1.96,2.37,-0.18,-0.36,15.37,2.36,-1,1.71,0.49,12.68,-0.98,1.24,-0.55,0.74,-17.65
4/7/2020,0.01,-0.57,-1.97,-1.68,0.55,-28.57,-1.96,2.37,-0.18,-0.36,15.37,2.36,-1,1.71,0.49,12.68,-0.98,1.24,-0.55,0.74,-17.65,1.24,1.82,0.92,1.44,15.06
3/7/2020,0.55,-1.96,2.37,-0.18,-0.36,15.37,2.36,-1,1.71,0.49,12.68,-0.98,1.24,-0.55,0.74,-17.65,1.24,1.82,0.92,1.44,15.06,1.82,-3.77,-1.54,0.62,-18.03
2/7/2020,-0.36,2.36,-1,1.71,0.49,12.68,-0.98,1.24,-0.55,0.74,-17.65,1.24,1.82,0.92,1.44,15.06,1.82,-3.77,-1.54,0.62,-18.03,-3.75,-1.23,-0.94,-4.84,3.59
1/7/2020,0.49,-0.98,1.24,-0.55,0.74,-17.65,1.24,1.82,0.92,1.44,15.06,1.82,-3.77,-1.54,0.62,-18.03,-3.75,-1.23,-0.94,-4.84,3.59,-1.24,-0.93,-0.76,0.07,7.41
30/6/2020,0.74,1.24,1.82,0.92,1.44,15.06,1.82,-3.77,-1.54,0.62,-18.03,-3.75,-1.23,-0.94,-4.84,3.59,-1.24,-0.93,-0.76,0.07,7.41,-0.93,-3.47,-5.59,-1.54,-29.03
29/6/2020,1.44,1.82,-3.77,-1.54,0.62,-18.03,-3.75,-1.23,-0.94,-4.84,3.59,-1.24,-0.93,-0.76,0.07,7.41,-0.93,-3.47,-5.59,-1.54,-29.03,-3.47,-0.02,1.82,-3.89,76.94
28/6/2020,0.62,-3.75,-1.23,-0.94,-4.84,3.59,-1.24,-0.93,-0.76,0.07,7.41,-0.93,-3.47,-5.59,-1.54,-29.03,-3.47,-0.02,1.82,-3.89,76.94,-0.02,6.63,-0.66,5.82,-34.93
27/6/2020,-4.84,-1.24,-0.93,-0.76,0.07,7.41,-0.93,-3.47,-5.59,-1.54,-29.03,-3.47,-0.02,1.82,-3.89,76.94,-0.02,6.63,-0.66,5.82,-34.93,6.63,-0.33,6.58,0.14,93.41
26/6/2020,0.07,-0.93,-3.47,-5.59,-1.54,-29.03,-3.47,-0.02,1.82,-3.89,76.94,-0.02,6.63,-0.66,5.82,-34.93,6.63,-0.33,6.58,0.14,93.41,-0.32,-0.1,0.1,0.49,-9.69
25/6/2020,-1.54,-3.47,-0.02,1.82,-3.89,76.94,-0.02,6.63,-0.66,5.82,-34.93,6.63,-0.33,6.58,0.14,93.41,-0.32,-0.1,0.1,0.49,-9.69,-0.11,-0.96,-0.42,-0.3,-18.35
24/6/2020,-3.89,-0.02,6.63,-0.66,5.82,-34.93,6.63,-0.33,6.58,0.14,93.41,-0.32,-0.1,0.1,0.49,-9.69,-0.11,-0.96,-0.42,-0.3,-18.35,-0.96,-1.07,-1.17,-0.51,12.1
23/6/2020,5.82,6.63,-0.33,6.58,0.14,93.41,-0.32,-0.1,0.1,0.49,-9.69,-0.11,-0.96,-0.42,-0.3,-18.35,-0.96,-1.07,-1.17,-0.51,12.1,-1.09,-0.65,-0.79,-0.22,-16.5
22/6/2020,0.14,-0.32,-0.1,0.1,0.49,-9.69,-0.11,-0.96,-0.42,-0.3,-18.35,-0.96,-1.07,-1.17,-0.51,12.1,-1.09,-0.65,-0.79,-0.22,-16.5,-0.63,1.93,0.25,-0.16,-15.5
21/6/2020,0.49,-0.11,-0.96,-0.42,-0.3,-18.35,-0.96,-1.07,-1.17,-0.51,12.1,-1.09,-0.65,-0.79,-0.22,-16.5,-0.63,1.93,0.25,-0.16,-15.5,1.92,-0.46,1.12,4.53,-30.94
20/6/2020,-0.3,-0.96,-1.07,-1.17,-0.51,12.1,-1.09,-0.65,-0.79,-0.22,-16.5,-0.63,1.93,0.25,-0.16,-15.5,1.92,-0.46,1.12,4.53,-30.94,-0.47,-2.62,-2.16,-4.97,76.12
19/6/2020,-0.51,-1.09,-0.65,-0.79,-0.22,-16.5,-0.63,1.93,0.25,-0.16,-15.5,1.92,-0.46,1.12,4.53,-30.94,-0.47,-2.62,-2.16,-4.97,76.12,-2.6,0.29,-0.05,-1.85,9.68
18/6/2020,-0.22,-0.63,1.93,0.25,-0.16,-15.5,1.92,-0.46,1.12,4.53,-30.94,-0.47,-2.62,-2.16,-4.97,76.12,-2.6,0.29,-0.05,-1.85,9.68,0.29,2.96,-0.26,2.73,-28.2
17/6/2020,-0.16,1.92,-0.46,1.12,4.53,-30.94,-0.47,-2.62,-2.16,-4.97,76.12,-2.6,0.29,-0.05,-1.85,9.68,0.29,2.96,-0.26,2.73,-28.2,2.96,-6.89,-4.22,0.71,-40.81
16/6/2020,4.53,-0.47,-2.62,-2.16,-4.97,76.12,-2.6,0.29,-0.05,-1.85,9.68,0.29,2.96,-0.26,2.73,-28.2,2.96,-6.89,-4.22,0.71,-40.81,-6.89,1.63,0.1,-6.4,62.52
15/6/2020,-4.97,-2.6,0.29,-0.05,-1.85,9.68,0.29,2.96,-0.26,2.73,-28.2,2.96,-6.89,-4.22,0.71,-40.81,-6.89,1.63,0.1,-6.4,62.52,1.62,-0.96,0.02,0.98,11.22
14/6/2020,-1.85,0.29,2.96,-0.26,2.73,-28.2,2.96,-6.89,-4.22,0.71,-40.81,-6.89,1.63,0.1,-6.4,62.52,1.62,-0.96,0.02,0.98,11.22,-0.96,0.67,0.95,-0.46,4.73
13/6/2020,2.73,2.96,-6.89,-4.22,0.71,-40.81,-6.89,1.63,0.1,-6.4,62.52,1.62,-0.96,0.02,0.98,11.22,-0.96,0.67,0.95,-0.46,4.73,0.66,1.06,0.89,2.49,-19.14
12/6/2020,0.71,-6.89,1.63,0.1,-6.4,62.52,1.62,-0.96,0.02,0.98,11.22,-0.96,0.67,0.95,-0.46,4.73,0.66,1.06,0.89,2.49,-19.14,1.06,0.72,0.21,-1.23,22.36
11/6/2020,-6.4,1.62,-0.96,0.02,0.98,11.22,-0.96,0.67,0.95,-0.46,4.73,0.66,1.06,0.89,2.49,-19.14,1.06,0.72,0.21,-1.23,22.36,0.74,-1.27,-1.24,-0.55,-14.58
10/6/2020,0.98,-0.96,0.67,0.95,-0.46,4.73,0.66,1.06,0.89,2.49,-19.14,1.06,0.72,0.21,-1.23,22.36,0.74,-1.27,-1.24,-0.55,-14.58,-1.29,-0.47,0.44,1.28,-11.43
9/6/2020,-0.46,0.66,1.06,0.89,2.49,-19.14,1.06,0.72,0.21,-1.23,22.36,0.74,-1.27,-1.24,-0.55,-14.58,-1.29,-0.47,0.44,1.28,-11.43,-0.47,2.79,0.67,1.21,7.36
8/6/2020,2.49,1.06,0.72,0.21,-1.23,22.36,0.74,-1.27,-1.24,-0.55,-14.58,-1.29,-0.47,0.44,1.28,-11.43,-0.47,2.79,0.67,1.21,7.36,2.77,-4.08,-3.34,2.58,-35.78
7/6/2020,-1.23,0.74,-1.27,-1.24,-0.55,-14.58,-1.29,-0.47,0.44,1.28,-11.43,-0.47,2.79,0.67,1.21,7.36,2.77,-4.08,-3.34,2.58,-35.78,-4.04,6.99,1.36,-1.26,6.02
6/6/2020,-0.55,-1.29,-0.47,0.44,1.28,-11.43,-0.47,2.79,0.67,1.21,7.36,2.77,-4.08,-3.34,2.58,-35.78,-4.04,6.99,1.36,-1.26,6.02,6.97,-4.86,1.83,0.23,-3.7
5/6/2020,1.28,-0.47,2.79,0.67,1.21,7.36,2.77,-4.08,-3.34,2.58,-35.78,-4.04,6.99,1.36,-1.26,6.02,6.97,-4.86,1.83,0.23,-3.7,-4.85,10.41,-0.49,5.23,-13.32
4/6/2020,1.21,2.77,-4.08,-3.34,2.58,-35.78,-4.04,6.99,1.36,-1.26,6.02,6.97,-4.86,1.83,0.23,-3.7,-4.85,10.41,-0.49,5.23,-13.32,10.41,0.24,9.81,0.47,16.02
3/6/2020,2.58,-4.04,6.99,1.36,-1.26,6.02,6.97,-4.86,1.83,0.23,-3.7,-4.85,10.41,-0.49,5.23,-13.32,10.41,0.24,9.81,0.47,16.02,0.22,5.73,1.9,6.37,-1.2
2/6/2020,-1.26,6.97,-4.86,1.83,0.23,-3.7,-4.85,10.41,-0.49,5.23,-13.32,10.41,0.24,9.81,0.47,16.02,0.22,5.73,1.9,6.37,-1.2,5.76,3.59,5.84,1.96,21.69
1/6/2020,0.23,-4.85,10.41,-0.49,5.23,-13.32,10.41,0.24,9.81,0.47,16.02,0.22,5.73,1.9,6.37,-1.2,5.76,3.59,5.84,1.96,21.69,3.57,-1.54,1.6,1.8,-1.53
31/5/2020,5.23,10.41,0.24,9.81,0.47,16.02,0.22,5.73,1.9,6.37,-1.2,5.76,3.59,5.84,1.96,21.69,3.57,-1.54,1.6,1.8,-1.53,-1.53,2.07,-0.3,-0.64,-1.79
30/5/2020,0.47,0.22,5.73,1.9,6.37,-1.2,5.76,3.59,5.84,1.96,21.69,3.57,-1.54,1.6,1.8,-1.53,-1.53,2.07,-0.3,-0.64,-1.79,2.08,-3.22,-2.32,-0.7,-10.6
29/5/2020,6.37,5.76,3.59,5.84,1.96,21.69,3.57,-1.54,1.6,1.8,-1.53,-1.53,2.07,-0.3,-0.64,-1.79,2.08,-3.22,-2.32,-0.7,-10.6,-3.22,-0.34,-0.3,-2.44,19.98
28/5/2020,1.96,3.57,-1.54,1.6,1.8,-1.53,-1.53,2.07,-0.3,-0.64,-1.79,2.08,-3.22,-2.32,-0.7,-10.6,-3.22,-0.34,-0.3,-2.44,19.98,-0.35,4.33,0.95,4.21,-18.3
27/5/2020,1.8,-1.53,2.07,-0.3,-0.64,-1.79,2.08,-3.22,-2.32,-0.7,-10.6,-3.22,-0.34,-0.3,-2.44,19.98,-0.35,4.33,0.95,4.21,-18.3,4.33,-5.36,-1.2,2.38,-15.53
26/5/2020,-0.64,2.08,-3.22,-2.32,-0.7,-10.6,-3.22,-0.34,-0.3,-2.44,19.98,-0.35,4.33,0.95,4.21,-18.3,4.33,-5.36,-1.2,2.38,-15.53,-5.35,-2.11,-1.72,-7.21,17.8
25/5/2020,-0.7,-3.22,-0.34,-0.3,-2.44,19.98,-0.35,4.33,0.95,4.21,-18.3,4.33,-5.36,-1.2,2.38,-15.53,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68
24/5/2020,-2.44,-0.35,4.33,0.95,4.21,-18.3,4.33,-5.36,-1.2,2.38,-15.53,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26
23/5/2020,4.21,4.33,-5.36,-1.2,2.38,-15.53,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36
22/5/2020,2.38,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68
21/5/2020,-7.21,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62
20/5/2020,-1.32,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9
19/5/2020,1.35,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78
18/5/2020,3.62,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13
17/5/2020,3.25,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74
16/5/2020,0.45,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68
15/5/2020,-1.83,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15
14/5/2020,4.04,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45
13/5/2020,1.57,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59
12/5/2020,4.65,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15
11/5/2020,-1.81,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16
10/5/2020,-13.47,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64
9/5/2020,0.76,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69
8/5/2020,5.01,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27
7/5/2020,-0.72,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67
6/5/2020,-1.47,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91
5/5/2020,3.33,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88
4/5/2020,-4.99,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71
3/5/2020,-2.38,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52
2/5/2020,2.16,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86
1/5/2020,1.71,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76
30/4/2020,3.13,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76,3.43,1.13,4.24,0.45,10.23
